steps,seed,time,action,state,area,config_id,reward,frame,experiment.update_freq,experiment.checkpoint,compatibility_mode,experiment.step_duration,filepath,environment.zone,environment.path,experiment.image_save_keys,environment,algorithm
199,0,1744385629.3280344,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442305e+09],"[40.3125 20.     14.375  42.5    61.625  41.375  45.875  52.75   18.25
 53.1875 44.625  52.3125 40.5    30.875  52.875  55.875  29.0625 45.5
 30.     11.5625 42.5625 60.125  23.375  47.0625 28.5625 22.5625 13.1875
 24.75   34.125   0.     32.1875 28.75   35.75   21.5    20.      0.    ]",1199781358078754189,-0.02329986391857997,198,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
200,0,1744385631.390285,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423057e+09],"[37.8125  0.     16.5    41.75   56.6875 38.0625 42.     50.5    19.875
 52.9375 43.75   52.5    40.625  29.875  55.5    54.      0.     48.3125
 26.75   23.625  41.5625 53.5    27.6875 47.625  29.625   0.     17.375
 25.9375 35.4375  0.     30.5625 31.     34.625  29.375  21.1875  0.    ]",1199781358078754189,-0.1600428171323669,199,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
201,0,1744385633.3905423,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423064e+09],"[36.4375 10.875  11.0625 42.25   46.625  38.1875 43.375  50.8125 17.625
 49.625  44.8125 50.9375 38.8125 32.75   51.25   59.1875 31.5625 60.5
 31.125  11.1875 43.     33.75   24.5625 48.125  30.875  10.375  12.25
 28.25   31.5625 10.4375 32.625  28.5625 38.     20.625  20.5     0.    ]",1199781358078754189,0.1140757512054746,200,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
202,0,1744385635.345465,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442307e+09],"[37.25    0.      0.     40.375  58.625  38.5625 45.625  55.625  18.375
 54.875  44.6875 41.375  39.3125 29.5625 61.4375 50.75   81.625  62.5
 29.125  15.1875 39.4375 34.75   30.5625 39.5625 32.625  11.25   11.75
 26.625  36.3125  0.     30.1875 38.1875 43.125  23.     17.875   0.    ]",1199781358078754189,0.03946923155979827,201,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
203,0,1744385637.3481736,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423077e+09],"[38.4375 26.5625  0.     43.25   61.3125 36.5    45.1875 49.75   18.125
 51.625  42.375  59.1875 34.5625 30.8125 51.4375 56.875  16.3125 70.8125
 23.0625 22.1875 46.0625 33.625  26.9375 42.1875 29.1875 30.5625 12.625
 28.625  38.6875  0.     35.625  29.8125 41.5    19.5625 20.875   0.    ]",1199781358078754189,-0.002618577918076719,202,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
204,0,1744385639.3474941,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423084e+09],"[40.4375  9.75    0.     43.125  61.375  42.9375 44.875  53.75   17.0625
 52.5    41.625  67.     37.375  31.8125 55.6875 61.1875 39.4375 62.25
 30.5    13.25   39.125  55.5    22.5    28.5    23.5625 15.125  13.8125
 29.1875 31.75    0.     28.625  33.3125 38.3125 19.4375 15.375   0.    ]",1199781358078754189,-0.015790673228904126,203,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
205,0,1744385641.7029629,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442309e+09],"[38.0625 13.1875 19.125  40.1875 58.875  41.5625 47.3125 52.6875 40.0625
 51.875  44.6875 59.9375 40.25   29.625  54.1875 58.25    0.     60.4375
 29.1875 27.6875 42.0625 54.9375 24.5625 38.5625 29.8125 15.875  13.5
 24.0625 32.9375  0.     18.     36.625  38.5625 17.5    21.0625  0.    ]",1199781358078754189,0.02738999616995349,204,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
206,0,1744385643.7494683,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423097e+09],"[40.5    14.9375 15.8125 43.875  58.5625 33.875  43.0625 52.9375 19.9375
 53.     43.3125 54.6875 40.4375 29.375  53.0625 56.4375 18.8125 63.5
 27.25   12.1875 41.375  35.     31.75   38.4375 30.4375 10.5625 13.5
 25.9375 47.625   0.     36.375  33.125  39.4375 17.9375 16.     17.6875]",1199781358078754189,-0.02439822528811439,205,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
207,0,1744385646.0247788,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423104e+09],"[40.3125 33.25   14.875  41.5    67.5625 38.6875 45.4375 56.625  17.0625
 50.5    49.6875 25.5625 35.1875 30.1875 54.3125 56.875  29.5625 57.
 29.6875 11.6875 38.6875 55.125  23.25   37.3125 38.25   17.375  12.25
 27.375  42.875   0.     32.1875 34.3125 41.5    43.625  18.375   0.    ]",1199781358078754189,0.04643618192132,206,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
208,0,1744385648.4063497,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442311e+09],"[38.0625 11.6875 10.75   45.9375 66.9375 37.375  43.625  51.9375 40.4375
 56.5625 47.625  55.9375 34.0625 31.375  54.6875 53.125  20.75   58.25
 29.6875 27.125  43.     56.0625 26.125  51.8125 28.875  19.25   12.875
 25.4375 29.125  49.0625 32.9375 38.1875 38.5625  0.     19.8125  0.    ]",1199781358078754189,0.040489334342472164,207,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
209,0,1744385650.814579,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423117e+09],"[35.1875  0.      0.     41.4375 58.375  38.5625 45.125  55.5    43.0625
 51.25   44.1875 58.5625 39.9375 31.5625 54.25   53.9375 32.4375 61.8125
 28.625  13.6875 43.375  56.25   24.4375 38.5    30.     12.     15.1875
 26.     36.1875 19.     34.375  35.125  36.6875 23.5625 17.9375  0.    ]",1199781358078754189,-0.0373895365862795,208,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
210,0,1744385652.7419126,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423124e+09],"[38.8125 10.3125 16.9375 44.125  58.875  36.9375 46.9375 51.8125 41.9375
 49.625  46.9375 55.4375 41.375  33.3125 53.     58.8125 41.9375 61.5625
 27.4375 15.     41.9375 51.8125 26.125  39.5625 27.5625 22.     15.75
 24.125  54.8125  0.     32.8125 31.8125 38.     34.5625 22.6875  0.    ]",1199781358078754189,0.0450263889542009,209,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
211,0,1744385654.7888021,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442313e+09],"[33.625   9.3125 15.3125 43.125  58.9375 35.3125 46.25   56.5    44.3125
 53.     48.375  71.6875 34.125  29.5625 56.125  56.125  24.625  49.625
 28.25   14.9375 40.9375 52.3125 26.6875 32.75   28.625  21.875  11.6875
 27.0625 41.625   0.     35.6875 36.625  38.375  23.375  23.9375 26.9375]",1199781358078754189,-0.016064452192627535,210,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
212,0,1744385656.9256105,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423137e+09],"[33.625  10.1875  0.     40.3125 59.1875 39.5625 44.25   52.25   19.125
 50.125  49.1875 47.0625 39.5625 29.75   54.9375 55.0625 30.     65.8125
 29.6875 26.625  43.5    55.25   33.375  33.     28.6875  9.4375 18.4375
 26.875  33.5625 42.8125 34.75   30.5625 40.625  19.125  20.875   0.    ]",1199781358078754189,-0.025813404896327996,211,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
213,0,1744385659.0643601,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423144e+09],"[38.875   0.     13.0625 41.875  60.4375 35.75   50.1875 54.     18.
 50.6875 47.875  55.6875 37.625  30.5    54.8125 50.6875 60.0625 43.5
 28.5    15.125  40.4375 55.3125 22.3125 29.375  27.375  25.8125 14.375
 24.125  39.5    51.625  30.5    41.75   42.4375 25.625  18.375   0.    ]",1199781358078754189,0.024881901382166033,212,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
214,0,1744385661.1167583,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423151e+09],"[36.9375 11.25   12.75   43.4375 50.     37.1875 45.0625 50.875  18.9375
 50.5    43.25   68.75   33.625  34.3125 55.9375 54.8125 14.5    56.875
 28.625  43.4375 41.6875 56.375  25.375  37.0625 31.     10.9375 13.0625
 25.25   42.875  20.625  30.375  34.5    37.4375 18.3125 15.     14.625 ]",1199781358078754189,-0.05829910952357539,213,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
215,0,1744385662.9349258,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423157e+09],"[38.75   11.0625 16.5625 45.875  60.1875 35.375  44.     55.375  43.1875
 51.375  44.75   62.6875 39.875  32.5625 50.5    54.8125  0.     62.3125
 26.5    19.375  44.3125 55.4375 26.3125 43.75   26.5    10.     11.4375
 27.5    37.75    0.     34.8125 27.125  34.0625  0.     17.625   0.    ]",1199781358078754189,-0.008897093563928826,214,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
216,0,1744385664.919858,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423164e+09],"[37.875  17.375   0.     42.125  59.875  36.25   42.875  48.9375 18.125
 52.5    48.5625 52.     44.25   31.375  54.5625 53.8125  0.     67.9375
 33.875  42.1875 41.1875 53.4375 26.375  42.9375 29.     16.3125 12.625
 26.125  32.875   0.     32.     41.5    38.625  26.     19.4375 60.5   ]",1199781358078754189,0.07762518263032901,215,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
217,0,1744385666.8465192,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423171e+09],"[39.125  12.1875 14.0625 40.625  57.6875 37.0625 31.25   51.875  40.9375
 51.8125 45.6875 56.375  40.1875 35.1875 55.0625 58.3125 37.6875 65.9375
 27.6875 34.4375 42.4375 59.75   25.25   40.0625 32.1875 19.125  16.25
 27.125  33.3125  0.     30.9375 29.8125 35.     22.375  19.3125  0.    ]",1199781358078754189,-0.029366400054994524,216,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
218,0,1744385668.6700609,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423178e+09],"[35.25    0.     19.75   42.75   55.5625 38.1875 45.8125 50.75   43.8125
 48.5625 44.4375 45.75   34.     31.8125 53.4375 58.5625 31.625  63.8125
 27.5625 11.5    40.4375 58.5    28.5625 39.5    31.625  10.25   12.0625
 29.     33.9375 56.6875 33.875  35.875  42.     21.     21.875   0.    ]",1199781358078754189,0.020451149192921673,217,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
219,0,1744385670.583675,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423184e+09],"[38.5    12.0625 14.4375 40.125  63.3125 39.875  44.     49.6875 22.625
 52.8125 44.3125 60.0625 39.125  32.1875 53.125  51.3125  0.     63.0625
 25.8125 16.8125 41.9375 59.875  26.5    33.5    30.0625  0.     14.6875
 25.5    39.3125 48.     33.25   27.875  36.375  15.9375 16.4375  0.    ]",1199781358078754189,-0.06557482308273878,218,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
220,0,1744385672.3610923,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423191e+09],"[38.0625 35.5    15.875  46.25   59.0625 40.125  46.8125 51.25   19.
 50.25   42.625  57.1875 38.1875 29.875  59.5    52.0625  0.     63.0625
 24.8125  9.4375 43.4375 34.8125 27.6875 35.625  28.0625  0.     12.0625
 28.125  44.125   0.     36.3125 31.1875 35.3125 20.5    19.375   0.    ]",1199781358078754189,-0.01837765344042531,219,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
221,0,1744385674.0654988,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423198e+09],"[35.3125 11.375  18.0625 40.6875 53.1875 38.8125 41.5625 50.1875 18.75
 49.5625 43.5625 53.3125 37.4375 30.6875 54.125  58.6875  0.     65.4375
 27.4375 23.625  42.375  34.5    28.125  39.0625 33.25    8.125  12.125
 27.5    48.25    0.     30.1875 31.75   37.1875 26.125  21.8125  0.    ]",1199781358078754189,-0.00454731060119926,220,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
222,0,1744385675.8320868,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423204e+09],"[38.     19.3125 25.1875 44.4375 58.875  34.1875 39.9375 50.25   47.5
 51.125  46.375  54.5625 39.3125 33.     54.375  55.9375  0.     45.3125
 27.3125 49.125  47.     33.5    49.4375 40.3125 32.375   0.     12.9375
 28.625  34.75    0.     34.3125 33.1875 37.5625 20.375  19.1875  0.    ]",1199781358078754189,0.0836784949655945,221,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
223,0,1744385677.755955,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423211e+09],"[35.5625 10.25   17.4375 39.5625 45.125  39.4375 46.9375 54.625  18.5
 47.     48.8125 61.625  37.     32.6875 56.75   49.5     0.     69.875
 27.75   17.0625 44.0625 33.25   26.0625 34.625  30.5625  0.     13.625
 27.3125 34.75    0.     30.8125 27.875  37.8125 21.5    17.0625  0.    ]",1199781358078754189,-0.12802519616975447,222,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
224,0,1744385679.6953886,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423218e+09],"[35.6875 11.375  15.6875 43.25   69.6875 38.8125 43.6875 54.0625 41.5
 52.5625 45.9375 53.9375 54.0625 33.375  53.1875 54.9375 72.375  62.5625
 28.3125 12.4375 45.5    33.     24.875  40.625  29.125   0.     15.0625
 24.875  43.5625 48.6875 33.     28.25   38.6875 21.875  17.8125  0.    ]",1199781358078754189,0.15232236284688525,223,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
225,0,1744385681.5342023,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423225e+09],"[39.375  13.4375 25.4375 45.0625 60.0625 36.3125 44.     30.3125 20.625
 53.125  46.0625 60.125  31.75   29.8125 54.9375 53.8125 20.375  65.125
 27.5    15.0625 43.8125 33.625  22.8125 34.0625 26.5     0.     17.5625
 29.75   32.8125 28.6875 33.875  28.5625 38.8125  0.      0.      0.    ]",1199781358078754189,-0.14013066626683476,224,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
226,0,1744385683.5505397,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423231e+09],"[36.625  13.625  14.9375 38.625  62.625  38.125  46.8125 49.     20.625
 51.625  44.875  57.     41.1875 35.6875 56.4375 54.8125 64.5625 66.6875
 28.9375  0.     41.8125 53.125  25.75   37.1875 30.8125 15.125  15.875
 30.     32.1875  0.     32.1875 35.0625 32.375  17.8125 20.1875  0.    ]",1199781358078754189,0.07962247415524623,225,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
227,0,1744385685.7187068,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423238e+09],"[38.5    11.625  18.3125 47.5625 58.625  37.8125 47.3125 50.875  17.8125
 55.6875 43.     58.375  44.3125 29.8125 54.0625 56.4375 32.9375 66.25
 26.9375 40.125  41.25   35.125  22.75   45.6875 27.5625 15.1875 14.4375
 24.1875 33.3125  0.     33.375  30.5625 40.0625  0.     19.0625 59.25  ]",1199781358078754189,0.0320136155517737,226,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
228,0,1744385687.9769046,[0.13939162 0.26687542 0.11347459 0.         0.11627643 0.2122395 ],[1.74423245e+09],"[37.     15.5    46.4375 44.1875 54.875  38.8125 43.0625 50.375  40.5
 51.75   49.4375 60.5625 38.625  30.875  52.875  54.875  59.3125 60.1875
 28.875  17.8125 45.5625 56.0625 27.     36.3125 33.75    8.9375 13.25
 26.6875 35.6875  0.     32.4375 32.3125 39.9375 27.4375 27.3125 55.625 ]",1199781358078754189,0.08607568844944591,227,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
229,0,1744385690.3138587,[0.13950839 0.26709899 0.11356965 0.         0.11637384 0.2124173 ],[1.74423252e+09],"[40.875  10.75   12.125  45.625  57.8125 35.6875 41.5    53.125  18.5625
 52.75   43.8125 55.5    40.3125 29.875  55.1875 50.5    40.625  56.9375
 29.8125 14.8125 40.     57.1875 24.6875 21.625  30.0625  0.     14.6875
 28.5625 36.375  10.5625 29.9375 28.75   36.3125 29.375  20.5625 90.6875]",1199781358078754189,-0.10616350020670436,228,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
230,0,1744385692.1177042,[0.13962696 0.267326   0.11366617 0.         0.11647274 0.21259784],[1.74423258e+09],"[35.8125  9.875  13.375  45.9375 58.6875 41.4375 47.5    54.6875 48.5625
 49.9375 46.375  57.875  42.3125 33.9375 53.625  59.75   35.25   69.875
 26.3125 12.4375 41.375  55.8125 25.3125 20.875  25.9375 25.125  11.9375
 27.4375 32.75   34.3125 31.625  30.8125 42.625  17.125  15.5625 21.0625]",1199781358078754189,0.01994814216154478,229,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
231,0,1744385693.8610349,[0.13975092 0.26756332 0.11376708 0.         0.11657615 0.21278658],[1.74423265e+09],"[33.75   12.75   13.375  39.6875 61.625  39.625  42.8125 56.125  18.4375
 54.1875 45.625  57.     39.5    31.625  56.9375 58.4375  0.     66.5625
 26.5    11.3125 41.125  57.5    26.5625 38.25   30.4375 10.375  11.6875
 26.875  34.875   0.     32.     35.5625 39.375  28.1875 20.3125  0.    ]",1199781358078754189,-0.06646840852634639,230,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
232,0,1744385695.663858,[0.13987308 0.26779721 0.11386653 0.         0.11667805 0.21297259],[1.74423272e+09],"[36.5625 10.     13.875  41.     62.5    40.3125 42.375  54.5    18.0625
 49.625  44.     57.625  42.4375 30.6875 53.125  59.4375 64.125  65.0625
 29.625   9.6875 46.5    54.75   28.75   36.5625 25.6875  0.     13.25
 28.875  33.6875  0.     32.4375 43.0625 40.9375 22.75   20.6875  0.    ]",1199781358078754189,0.04880568031533575,231,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
233,0,1744385697.3163931,[0.13999165 0.26802422 0.11396305 0.         0.11677696 0.21315312],[1.74423278e+09],"[35.8125 10.3125 16.     40.3125 51.     39.     43.3125 51.625  56.0625
 54.3125 45.375  44.     39.75   30.1875 55.     54.625   0.     64.375
 28.1875 10.8125 44.9375 54.4375 25.1875 38.3125 21.5625  0.     13.0625
 26.75   33.3125  0.     34.0625 27.625  36.125  19.8125 19.0625  0.    ]",1199781358078754189,-0.059709192051825434,232,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
234,0,1744385699.0705876,[0.14011382 0.26825811 0.1140625  0.         0.11687886 0.21333913],[1.74423285e+09],"[36.6875 10.75   12.125  38.625  62.625  43.75   42.5625 51.8125 40.
 48.4375 46.25   51.9375 40.6875 31.1875 54.125  54.3125 30.6875 60.9375
 29.25   11.3125 43.875  35.3125 24.1875 45.0625 26.625   0.     14.8125
 27.0625 39.4375  0.     30.9375 33.1875 39.75   20.375  19.0625  0.    ]",1199781358078754189,0.021966339431714662,233,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
235,0,1744385700.9412382,[0.14023777 0.26849544 0.11416341 0.         0.11698226 0.21352787],[1.74423292e+09],"[40.4375  0.      0.     42.6875 58.0625 45.875  45.     51.8125 41.0625
 55.25   46.     56.1875 43.9375 30.375  55.1875 53.375   0.     58.8125
 28.75    9.0625 39.25   53.5    27.     43.875  30.5    23.5    11.875
 25.25   57.9375  0.     33.875  28.5    38.375  21.875  24.625  68.    ]",1199781358078754189,0.09190816322229756,234,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
236,0,1744385702.7090116,[0.14035814 0.26872589 0.1142614  0.         0.11708267 0.21371114],[1.74423299e+09],"[37.0625 13.5    18.75   44.     61.4375 36.125  45.6875 55.625  17.625
 54.25   44.75   53.4375 37.625  33.5625 55.1875 54.3125  0.     58.875
 34.1875 12.6875 42.6875 33.9375 26.375  37.75   29.6875 12.9375 14.625
 25.875  33.3125  0.     30.8125 35.0625 38.25   21.5625 20.375   0.    ]",1199781358078754189,-0.12037214994890136,235,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
