steps,frame,state,reward,area,time,config_id,seed,action,experiment.step_duration,experiment.update_freq,filepath,environment.zone,compatibility_mode,environment,algorithm
50,49,[1.74417573e+09],0.057184410697911046,"[140.6875 134.     101.0625 119.6875 118.1875 166.25   182.5    191.75
 178.25   212.1875 135.4375 212.375  196.6875 254.625  185.375  202.4375
 271.25   253.9375 133.75   146.9375 190.125  154.625  233.6875 184.625
 211.0625 122.4375 136.5    247.4375 201.3125 208.5    232.75   181.5
 138.75   174.9375 283.0625 209.6875]",1744175755.7322834,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
51,50,[1.74417603e+09],0.030117888599174657,"[ 196.75    171.1875  136.875   120.25    121.125   202.5     204.8125
  214.      197.6875  187.5625  128.5625  194.875   252.5     268.5
  308.0625  177.75    396.4375  179.875   145.375   146.75    154.125
  102.375   140.6875  131.25    185.125   139.      160.6875 1909.4375
  230.375   322.1875  191.1875  136.125   183.      234.3125  588.9375
  209.875 ]",1744176064.988166,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
52,51,[1.74417633e+09],-0.0319975708327641,"[ 156.25    156.1875  130.      112.5625  110.625   190.9375  238.25
  194.25    180.      192.625   101.5625  192.125   285.      274.5
  312.3125  208.9375  216.875   167.4375  177.5625  144.8125  160.1875
  107.0625  128.4375 1251.1875  160.5625  128.0625  159.75    251.875
  213.9375  197.1875  146.625   142.625   192.375   216.8125  378.25
  195.3125]",1744176363.5083036,-8163832926060245032,0,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
53,52,[1.74417663e+09],-0.06062363420253781,"[138.0625 237.5    186.6875 196.375  177.8125 225.75   240.25   134.
 159.375  143.     108.125  189.625  209.5    212.125  151.     104.75
 133.375  143.375  356.75   195.5625 109.125  715.875  203.25   463.8125
 202.5    145.75   123.8125 130.875  171.8125 233.625  205.5625 110.6875
 115.25   139.125  141.6875 167.1875]",1744176650.5668867,-8163832926060245032,0,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
54,53,[1.74417693e+09],0.019364855556436016,"[129.1875 230.3125 160.375  200.125  179.5625 235.9375 244.9375 129.375
 171.125  136.4375 121.8125 213.375  208.9375 214.     148.1875 113.6875
 140.5625 161.625  321.875  347.0625 111.     478.8125 151.3125 517.5
 177.75   132.875  127.125  132.0625 178.875  342.     183.8125 134.
 105.9375 144.0625 181.8125 138.0625]",1744176950.8018112,-8163832926060245032,0,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
55,54,[1.74417723e+09],-0.02218608714718551,"[133.625  241.6875 152.3125 183.     166.6875 216.4375 195.8125 144.5
 155.125  158.125  114.375  192.6875 197.0625 224.3125 152.75   100.3125
 159.8125 165.0625 346.1875 408.25   133.375  479.125  159.1875 480.
 198.875  144.375  123.9375 155.3125 172.     193.5625 189.9375 159.1875
 113.4375 120.625  170.0625 161.1875]",1744177250.5847697,-8163832926060245032,0,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
56,55,[1.74417753e+09],0.010555981751768107,"[128.4375 220.0625 174.5    186.9375 174.0625 242.0625 411.     109.8125
 156.125  149.6875 108.6875 198.125  201.3125 226.3125 137.     101.4375
 145.5    146.0625 344.375  181.625  125.6875 579.5    177.5    486.5625
 201.4375 148.9375 119.     150.75   175.25   324.9375 201.125  117.75
 106.8125 136.625  155.625  148.5   ]",1744177550.580938,-8163832926060245032,0,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
57,56,[1.74417783e+09],0.025967798525017637,"[126.625  231.875  183.8125 186.625  169.375  197.875  192.375  128.4375
 127.3125 163.6875 136.625  198.9375 203.375  227.8125 134.1875 135.3125
 143.5625 150.625  345.375  186.0625 409.75   314.25   158.     484.375
 206.5625 145.0625 129.75   150.125  197.25   362.9375 205.875  157.8125
 136.625  143.     183.4375 138.4375]",1744177850.1922026,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
58,57,[1.74417813e+09],0.07845899187993612,"[ 196.875   182.125   143.8125  128.8125  111.0625  182.      481.25
  184.5625  192.5625  185.6875  106.8125  202.6875  213.125   278.1875
  284.25    174.75    201.6875  155.375   270.25    167.9375  134.625
  106.6875  127.625  1200.875   218.3125  151.125   170.25    495.375
  190.5     325.5625  134.3125  130.375   226.3125  222.1875  489.5625
  136.875 ]",1744178165.3522387,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
59,58,[1.74417843e+09],0.1309457680411622,"[174.875  163.375  133.3125 117.3125 143.8125 181.5625 433.125  221.8125
 198.9375 186.375   91.75   171.125  214.8125 256.1875 545.25   174.1875
 301.75   197.5    222.125  164.     189.625  879.5625 350.75   299.0625
 199.75   140.3125  95.375  558.25   224.5    321.5    154.9375 304.875
 217.375  198.125  439.375  125.0625]",1744178464.5102088,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
60,59,[1.74417873e+09],-0.10458101193560415,"[152.125  213.375  138.375  125.6875 120.875  210.625  212.25   202.125
 174.5    193.6875 106.5    206.125  258.5    482.5625 291.0625 173.625
 416.5    184.5    146.625  162.9375 163.125  743.75   141.75   531.5
 148.8125 142.125  155.375  260.9375 205.0625 313.375  138.5625 121.75
 183.25   200.5    139.6875 584.1875]",1744178763.9046948,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
61,60,[1.74417903e+09],-0.01869881625844456,"[ 155.4375  220.375   134.3125  124.875   101.3125  203.3125  210.875
  217.1875  202.5     190.5625  124.25    193.8125  305.875   244.5625
  478.3125  173.75    277.4375  167.375   253.3125  150.5     116.1875
  109.      136.875  1335.125   148.125   130.25    160.5     454.75
  210.75    376.9375  153.3125  138.0625  208.      208.8125  436.9375
  129.375 ]",1744179066.8967817,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
62,61,[1.74417933e+09],0.05129125602028233,"[192.5625 407.25   127.4375 136.9375 118.4375 213.5    226.6875 198.8125
 198.375  195.375  119.75   211.875  209.875  280.6875 265.1875 177.375
 236.9375 145.9375 249.5    146.8125 124.5625 635.4375 136.5    604.5625
 159.5    135.9375 177.3125 390.     222.125  191.6875 136.5    367.
 179.0625 203.25   435.25   124.8125]",1744179366.327279,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
63,62,[1.74417963e+09],0.041493271482617396,"[ 158.0625  433.1875  157.4375  120.9375  114.1875  180.5625  279.6875
  204.1875  203.      179.4375   93.5625  196.5     270.3125  233.9375
  468.9375  159.75    413.6875  190.4375  207.5     145.6875  158.1875
   98.375   125.0625 1137.8125  186.0625  155.75    372.9375  247.375
  191.      302.25    188.25    125.625   308.9375  208.5625  481.3125
  204.625 ]",1744179665.878528,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
64,63,[1.74417993e+09],-0.11001060064345668,"[ 150.625   193.375   128.3125  141.4375  106.625   225.1875  214.5625
  206.0625  202.0625  173.9375  124.375   212.9375  228.375   252.625
  406.5     172.875   268.8125  157.8125  234.875   300.0625  139.4375
  116.25    122.0625 1337.1875  183.3125  145.9375  148.5625  254.8125
  199.1875  304.5     139.1875  131.5625  188.0625  215.5     539.5
  113.8125]",1744179966.8668807,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
65,64,[1.74418023e+09],-0.022430116533429658,"[ 160.75    175.625   114.25    115.1875  106.4375  193.      209.9375
  207.5     187.625   184.6875  114.375   188.5625  288.4375  236.
  490.8125  163.875   228.375   166.125   279.8125  165.0625  142.25
  116.5625  124.25   1242.1875  182.125   142.      164.5625  418.9375
  223.5625  275.5625  160.75    149.      180.1875  198.875   466.375
  120.5   ]",1744180266.3431206,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
66,65,[1.74418053e+09],0.024209325033782543,"[ 144.375   553.375   123.4375  116.75    123.875   195.1875  437.4375
  188.375   193.0625  176.125   125.25    204.5     245.4375  222.8125
  299.25    161.625   228.5     143.6875  278.0625  171.4375  183.0625
  109.625   130.125  1124.4375  160.625   135.8125  152.8125  252.875
  225.6875  301.875   154.625   145.0625  183.6875  202.0625  486.25
  137.375 ]",1744180565.7315705,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
67,66,[1.74418083e+09],-0.011777371075419428,"[ 146.5625  166.0625  112.375   126.5     102.      191.0625  183.125
  151.5     194.5     183.5     114.      200.25    388.5625  241.5625
  272.6875  156.      228.0625  189.5625  254.1875  187.125   168.8125
   98.5625  141.875  1383.375   209.25    141.5625  155.3125  470.9375
  208.4375  302.875   139.8125  151.25    214.375   231.375   612.
  143.625 ]",1744180864.185624,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
68,67,[1.74418113e+09],0.09492352871636228,"[ 152.9375  537.0625  131.5     122.25    105.6875  174.3125  447.1875
  185.      213.4375  176.6875  123.9375  197.25    247.25    234.4375
  480.1875  179.3125  249.0625  168.625   253.125   162.8125  149.5
  102.5625  128.6875 1212.1875  172.3125  148.625    98.375   496.75
  231.9375  386.75    132.25    115.8125  219.5625  222.      554.4375
  116.125 ]",1744181164.9890983,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
69,68,[1.74418143e+09],-0.11654152827735699,"[ 149.625   165.3125  119.1875  115.125   119.25    222.1875  201.125
  203.      203.375   173.6875  117.875   187.875   264.25    247.8125
  480.5     161.625   245.4375  189.0625  216.9375  153.875   160.375
  102.25    137.4375 1462.0625  198.      134.4375  165.625   232.5
  191.875   351.3125  129.8125  173.1875  214.5625  206.125   438.875
  118.3125]",1744181465.3899536,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
70,69,[1.74418173e+09],0.018026381115073084,"[ 150.1875  154.875   136.5625  119.25    108.25    201.3125  270.4375
  150.4375  200.0625  181.375   118.1875  239.5     209.4375  294.9375
  501.4375  169.125   265.5625  201.0625  191.4375  177.5     130.6875
  112.75    127.75   1240.5625  195.9375  144.1875  152.      477.
  229.125   292.      140.875   121.875   198.125   215.9375  589.6875
  114.    ]",1744181765.0266535,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
71,70,[1.74418203e+09],0.02943503359364046,"[149.875  179.3125 138.25   124.5    115.5625 203.75   204.625  209.875
 209.125  177.5625 123.5    211.875  261.25   235.     301.0625 176.375
 260.9375 186.875  197.75   155.375  158.1875 675.     140.5    604.
 159.75   132.3125 105.375  585.375  229.5625 303.     142.125  135.875
 217.     204.8125 445.8125 136.75  ]",1744182064.616291,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
72,71,[1.74418233e+09],-0.011787613575718083,"[ 133.0625  184.25    118.9375  129.375   119.25    196.5     302.1875
  172.0625  195.1875  163.6875  114.5     202.3125  258.125   246.375
  504.3125  167.8125  404.0625  167.9375  237.3125  158.0625  158.125
  107.      129.5    1518.5625  160.625   139.5     162.5625  254.6875
  215.1875  338.1875  151.0625  180.375   222.625   203.625   476.6875
  124.9375]",1744182365.3360102,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
73,72,[1.74418263e+09],-0.041772429128189355,"[ 139.875   169.9375  132.4375  134.8125  120.625   206.1875  215.
  192.      201.3125  172.75    120.875   209.1875  214.5625  234.75
  291.875   188.4375  412.625   218.6875  154.625   133.375   148.75
  109.375   121.5    1290.5625  154.625   161.      361.625   247.5625
  223.5     201.5     144.375   133.1875  191.      199.3125  501.1875
  114.6875]",1744182664.8930404,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
74,73,[1.74418293e+09],0.0516960329790403,"[ 176.875   193.0625  152.9375  129.      118.5625  194.3125  225.125
  195.0625  201.6875  174.8125  145.4375  215.      232.125   244.0625
  468.5     167.375   238.0625  179.4375  268.5     145.125   166.125
  114.25    152.75   1323.25    197.875   123.4375  123.25    656.3125
  213.625   312.1875  170.875   119.1875  187.375   216.875   577.1875
  189.5625]",1744182965.7421236,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
75,74,[1.74418323e+09],0.07386136750392872,"[179.     186.1875 122.4375 126.5625 114.9375 183.5    209.1875 147.4375
 203.5    175.5     92.375  203.     313.625  273.375  294.1875 162.9375
 249.5    186.     386.8125 156.375  186.6875 111.625  948.125  317.25
 198.1875 139.25   158.9375 505.625  197.3125 387.5    177.4375 135.4375
 347.6875 206.1875 530.375  109.0625]",1744183265.2644854,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
76,75,[1.74418353e+09],-0.030730281173226674,"[175.8125 171.3125 117.75   135.1875 121.0625 201.6875 225.1875 156.1875
 206.375  172.375  152.9375 206.25   249.8125 290.1875 481.375  171.3125
 224.375  205.6875 177.375  168.6875 138.8125 808.3125 138.6875 548.625
 167.0625 138.3125 171.8125 495.25   180.25   391.375  137.625  131.3125
 217.1875 225.1875 450.1875 134.6875]",1744183564.7469354,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
77,76,[1.74418383e+09],-0.058586693780589505,"[ 149.875   194.5     127.6875  137.75    119.5625  198.3125  218.
  205.875   217.5     187.25    111.75    220.1875  280.8125  227.1875
  294.9375  170.0625  248.0625  193.375   240.5     166.4375  164.875
  114.875   134.1875 1310.4375  168.125   141.9375  150.625   421.6875
  217.1875  312.8125  163.5     105.25    179.25    206.75    466.875
  121.0625]",1744183864.339164,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
78,77,[1.74418413e+09],0.05962550941767961,"[193.4375 178.5    120.5    129.75   109.5625 190.5    304.75   213.5625
 192.1875 189.6875 121.8125 214.9375 283.9375 234.4375 127.8125 169.4375
 253.3125 195.0625 263.     155.8125 171.6875 583.3125 127.9375 671.1875
 177.     136.9375 144.75   499.     224.25   388.0625 160.8125 181.3125
 180.875  201.625  527.5625 195.5625]",1744184164.6238585,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
79,78,[1.74418443e+09],0.011596316366974438,"[ 166.5625  196.8125  135.875   123.875   107.875   195.75    213.0625
  171.25    203.875   194.75    120.6875  240.6875  308.1875  232.9375
  622.625   177.8125  495.0625  197.      247.6875  185.125   182.5
  107.1875  133.3125 1204.0625  157.8125  134.6875  375.4375  251.1875
  205.75    299.3125  166.6875  128.      191.875   219.3125  564.
  205.8125]",1744184463.5029655,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
80,79,[1.74418473e+09],-0.03668052360797383,"[ 152.5     193.9375  128.625   142.875   105.4375  172.6875  376.1875
  166.5     195.625   185.375   126.      242.1875  262.1875  283.3125
  134.625   165.875   454.375   186.6875  208.75    154.375   195.0625
  106.25    132.3125 1132.875   212.875   147.6875   89.375   459.1875
  182.625   272.5625  153.25    176.      218.5     343.875   468.5
  120.8125]",1744184764.6757965,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
81,80,[1.74418503e+09],-0.013491578871278557,"[128.8125 403.5625 126.3125 118.25   116.1875 178.3125 231.6875 194.0625
 193.8125 184.5    125.5    213.625  214.25   258.6875 264.375  173.4375
 210.3125 195.     164.375  155.375  463.9375 109.5625 134.     851.
 151.5    132.375  309.8125 250.375  213.375  418.6875 139.     117.3125
 213.1875 237.3125 563.75   118.25  ]",1744185064.8806615,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
82,81,[1.74418533e+09],0.04366782701091002,"[ 141.6875  372.6875  131.75    134.5625  117.5625  198.9375  215.4375
  188.25    215.25    174.3125  134.5625  192.9375  312.4375  279.6875
  284.1875  170.5     213.6875  219.25    151.5     151.4375  148.375
  103.4375  133.75   1287.0625  180.75    153.5     185.6875  422.125
  202.9375  279.3125  153.8125  420.75    216.25    227.875   457.5625
  182.1875]",1744185364.5166996,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
83,82,[1.74418563e+09],-0.010537875350865668,"[ 149.5     161.75    148.1875  113.3125  126.4375  213.1875  239.25
  156.25    213.875   181.      142.0625  240.75    276.4375  263.1875
  299.9375  169.0625  241.5625  248.5625  242.25    160.25    138.875
  106.9375  139.     1248.75    219.375   137.8125  339.5625  244.125
  217.      298.75    157.4375  112.3125  238.625   217.0625  486.625
  167.25  ]",1744185665.253165,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
84,83,[1.74418593e+09],-0.03616979096898275,"[ 169.75    196.1875  131.3125  142.125   105.1875  198.25    223.
  177.4375  208.3125  172.3125  119.0625  191.1875  251.      245.8125
  283.5     175.5     238.0625  169.375   233.8125  164.6875  424.875
  108.875   121.75   1010.25    191.4375  143.5     175.625   387.4375
  229.1875  271.1875  158.5     125.      192.9375  212.0625  582.125
  151.625 ]",1744185963.8957016,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
85,84,[1.74418623e+09],0.02331794608614146,"[ 153.0625  412.75    135.625   128.1875  120.5     199.0625  254.4375
  203.875   189.6875  205.0625  130.8125  202.      214.625   237.375
  490.5     182.5     237.375   204.3125  228.75    162.75    171.3125
  116.75    133.0625 1298.625   158.875   133.4375  149.875   371.1875
  222.875   340.0625  178.375   130.3125  194.      195.4375  490.1875
  160.8125]",1744186263.6155267,-8163832926060245032,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson1.xlsx,1,0,P1,Poisson1
