state,steps,frame,action,reward,config_id,seed,time,area,representation.tilings,environment.zone,representation.tiles,environment.path,representation.which_tc,epsilon,experiment.update_freq,experiment.step_duration,experiment.checkpoint,lambda,alpha,experiment.image_save_keys,representation.wrap_time,environment,algorithm,compatibility_mode,filepath
[1.74373182e+09],325,324,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.0010124434676697168,-1218705839273047981,0,1743993103.1573694,"[140.     479.4375 274.0625 326.375  512.     271.25   356.0625 547.125
 435.25   325.3125 388.5    282.0625 222.1875 281.5625 127.3125 339.6875
 389.375  279.625  162.     167.1875 252.     585.875  602.75   192.375
 275.5    275.5    583.     520.125  422.6875 335.4375 324.0625 476.8125
 474.25   379.875  479.9375 424.0625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373212e+09],326,325,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.007686389713192354,-1218705839273047981,0,1743993115.8474681,"[144.75   480.4375 322.3125 329.5625 511.1875 254.5    363.5    561.5
 435.625  328.125  398.75   283.125  208.75   286.75   122.0625 340.1875
 389.8125 280.75   161.9375 160.375  249.4375 584.3125 592.5    190.25
 272.875  272.9375 582.25   517.5625 423.3125 344.375  348.3125 487.0625
 467.0625 379.5    477.75   428.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373242e+09],327,326,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.006518803784750187,-1218705839273047981,0,1743993128.9108236,"[178.6875 483.5    276.4375 330.3125 520.5    259.     363.     554.375
 436.8125 329.9375 398.75   299.375  225.3125 289.0625 124.1875 345.375
 394.5    291.6875 158.9375 164.125  252.6875 584.125  585.625  188.75
 274.1875 273.5625 728.     523.25   424.625  332.0625 354.875  475.4375
 509.8125 383.125  479.1875 423.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373272e+09],328,327,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.015943211355220623,-1218705839273047981,0,1743993141.0884707,"[149.8125 481.1875 315.125  331.4375 511.75   255.75   371.125  558.5
 436.1875 329.5    393.875  294.1875 225.6875 291.1875 116.75   341.375
 390.375  286.625  164.125  167.6875 253.9375 592.375  586.25   191.1875
 285.875  207.875  739.875  521.4375 426.9375 329.75   550.875  483.5
 505.1875 383.9375 483.     422.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373302e+09],329,328,[0.398 0.762 0.324 0.    0.332 0.606],-0.007087208677997255,-1218705839273047981,0,1743993153.7292354,"[162.25   485.0625 319.4375 330.625  522.9375 256.     369.875  552.1875
 438.1875 323.25   390.     312.     209.3125 284.375  123.25   344.4375
 391.75   279.8125 161.5    164.75   250.3125 587.625  586.125  188.5
 278.625  119.6875 734.0625 519.75   420.0625 339.875  643.75   472.0625
 500.4375 380.875  480.375  423.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373332e+09],330,329,[0.398 0.762 0.324 0.    0.332 0.606],-0.0023552513616087838,-1218705839273047981,0,1743993165.782009,"[177.5    503.75   310.6875 317.125  519.0625 221.4375 359.     534.75
 448.125  334.3125 393.125  287.5    262.5625 236.     161.75   368.625
 398.8125 271.4375 155.     175.5    253.6875 605.5625 591.6875 184.375
 258.875  154.0625 726.125  535.0625 429.25   315.9375 559.125  497.875
 527.     384.0625 485.1875 389.375 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373362e+09],331,330,[0.398 0.762 0.324 0.    0.332 0.606],-0.023698536865426258,-1218705839273047981,0,1743993178.6217203,"[200.     518.4375 297.125  317.4375 524.6875 220.875  368.375  565.1875
 459.75   333.6875 393.875  284.875  260.     234.375  170.25   367.75
 398.6875 293.5    150.0625 167.25   248.75   585.1875 582.     189.4375
 249.4375 244.3125 582.125  528.125  416.     300.625  434.875  380.4375
 502.     372.6875 476.3125 338.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373392e+09],332,331,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.003318476688570131,-1218705839273047981,0,1743993190.8758364,"[158.6875 506.3125 298.4375 316.625  521.375  218.     345.5    563.1875
 441.125  327.875  393.75   286.125  256.6875 232.875  166.25   359.375
 398.5625 284.5    148.8125 165.3125 241.875  592.125  585.8125 182.125
 249.4375 155.25   585.9375 530.25   419.75   310.625  540.5625 472.3125
 512.6875 378.5625 475.9375 331.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373422e+09],333,332,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.044159973558031834,-1218705839273047981,0,1743993203.0301812,"[138.6875 468.6875 238.4375 295.6875 483.625  180.625  326.9375 543.4375
 450.0625 332.75   331.6875 285.75   206.625  267.25   192.5    383.75
 427.5625 398.1875 144.375  154.8125 245.8125 587.4375 587.9375 170.0625
 225.75   233.125  581.125  529.875  413.25   298.1875 281.5625 352.75
 524.0625 379.4375 469.5    343.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373452e+09],334,333,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.0039122352782602525,-1218705839273047981,0,1743993215.1472483,"[152.     475.375  270.625  288.5625 492.3125 183.4375 327.25   519.625
 432.5625 332.1875 247.1875 310.4375 230.625  249.5    209.625  383.0625
 433.75   371.8125 140.9375 162.875  247.25   598.25   587.6875 174.875
 223.4375 248.75   589.4375 540.4375 414.     304.6875 288.0625 354.625
 539.4375 385.4375 481.1875 359.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373482e+09],335,334,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.015010203925749718,-1218705839273047981,0,1743993227.5831213,"[130.1875 472.75   231.5625 285.125  500.75   186.625  323.75   548.
 458.5    330.125  366.625  298.875  226.5625 276.0625 203.3125 383.125
 434.125  459.375  133.5    158.4375 250.6875 597.8125 599.25   182.75
 228.6875 243.8125 591.9375 543.0625 406.875  301.375  234.0625 363.8125
 535.125  385.75   487.5625 331.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373512e+09],336,335,[0.398 0.762 0.324 0.    0.332 0.606],-0.0038988857466122954,-1218705839273047981,0,1743993240.2395706,"[127.75   468.9375 267.9375 296.     496.5625 190.875  332.0625 524.
 460.375  356.3125 254.8125 288.25   229.1875 260.6875 185.5625 391.5625
 465.1875 448.9375 139.4375 154.25   241.875  606.375  594.375  196.
 217.8125 238.875  589.5625 533.5625 403.375  309.6875 235.     358.25
 517.     386.875  487.9375 387.0625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373542e+09],337,336,[0.398 0.762 0.324 0.    0.332 0.606],0.02933493400335598,-1218705839273047981,0,1743993251.6856284,"[163.75   509.125  306.5625 322.625  526.4375 205.375  350.     567.75
 454.4375 334.5    348.     282.5    254.25   237.0625 174.5    358.25
 399.375  301.1875 150.75   162.625  245.75   593.0625 580.8125 188.9375
 248.3125 427.0625 582.3125 522.1875 404.1875 318.8125 257.     446.0625
 511.6875 372.9375 473.4375 394.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373572e+09],338,337,[0.398 0.762 0.324 0.    0.332 0.606],0.0029143571636081615,-1218705839273047981,0,1743993263.4973905,"[165.625  509.5    304.875  317.8125 526.5625 217.5625 353.875  572.875
 446.75   327.875  337.4375 274.8125 270.1875 299.     173.9375 354.0625
 394.6875 307.9375 152.1875 166.375  243.25   586.625  584.875  177.5625
 242.375  422.8125 577.8125 518.25   402.375  313.5625 257.625  476.75
 519.25   370.0625 466.1875 376.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373602e+09],339,338,[0.398 0.762 0.324 0.    0.332 0.606],-0.006169424328923843,-1218705839273047981,0,1743993275.1584036,"[188.3125 510.0625 293.375  316.25   523.9375 206.75   355.8125 560.875
 448.75   328.125  375.125  278.25   234.75   230.0625 174.375  358.5625
 397.     287.9375 152.6875 166.9375 246.625  601.5    585.375  173.3125
 246.8125 426.625  581.1875 522.25   404.9375 311.75   259.4375 474.
 517.875  374.5    467.5625 382.625 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373632e+09],340,339,[0.398 0.762 0.324 0.    0.332 0.606],-0.003548874396416123,-1218705839273047981,0,1743993287.1496816,"[185.4375 508.625  287.125  319.1875 519.875  219.3125 348.5625 557.3125
 448.125  327.1875 323.25   283.0625 243.1875 295.5    157.125  365.6875
 397.5    302.875  154.25   168.25   247.625  597.875  586.875  181.625
 249.125  421.8125 581.125  524.375  405.375  310.5    257.9375 454.625
 503.6875 376.5625 472.0625 334.5625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373662e+09],341,340,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.002281517188737051,-1218705839273047981,0,1743993298.5563996,"[182.4375 500.     278.6875 321.     524.6875 219.375  353.4375 569.375
 448.5625 327.     376.8125 279.6875 249.1875 235.375  160.5625 362.875
 400.5    299.4375 155.4375 166.1875 246.375  600.5625 581.0625 185.3125
 245.0625 425.5    568.6875 533.125  409.375  307.6875 270.3125 473.6875
 499.375  377.8125 469.875  335.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373692e+09],342,341,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.02765501395603336,-1218705839273047981,0,1743993312.3335817,"[168.8125 453.875  245.6875 295.75   472.4375 221.     312.875  458.1875
 431.     331.5    355.375  262.5    229.5    312.6875 154.9375 366.625
 382.5625 305.125  154.375  145.125  232.5625 583.625  577.6875 180.0625
 239.0625 349.25   702.5    517.     402.5625 316.6875 347.8125 438.75
 490.5    373.75   481.25   394.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373723e+09],343,342,[0.398 0.762 0.324 0.    0.332 0.606],-0.007716391328123613,-1218705839273047981,0,1743993326.4393246,"[187.1875 457.5    240.3125 288.875  468.3125 197.8125 334.8125 526.125
 415.1875 339.1875 321.625  272.625  210.8125 258.4375 187.625  356.8125
 393.3125 308.25   150.375  150.9375 237.5    581.75   586.6875 179.125
 252.4375 137.8125 709.     509.75   397.25   312.3125 544.3125 451.6875
 516.375  373.1875 469.375  324.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373752e+09],344,343,[0.398 0.762 0.324 0.    0.332 0.606],0.04092686497183148,-1218705839273047981,0,1743993338.270717,"[179.375  518.     304.0625 325.6875 528.5    218.3125 352.4375 572.1875
 451.25   329.375  356.375  287.4375 243.125  237.625  165.875  365.875
 403.375  304.1875 155.625  164.75   249.3125 600.125  584.1875 181.9375
 249.25   358.125  712.625  536.3125 417.0625 314.875  275.875  480.
 528.6875 380.375  467.0625 346.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373782e+09],345,344,[0.398 0.762 0.324 0.    0.332 0.606],-0.015394668965503894,-1218705839273047981,0,1743993349.701909,"[173.625  506.5625 268.     322.9375 525.     212.125  347.     567.0625
 451.8125 328.875  336.0625 281.8125 246.625  237.5    164.375  363.8125
 398.     296.3125 153.75   166.5    244.6875 593.125  586.4375 187.5
 244.5625 359.     715.     529.75   421.625  308.9375 275.625  382.25
 532.625  380.125  480.0625 388.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373812e+09],346,345,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.01000501997489452,-1218705839273047981,0,1743993361.6560264,"[205.5625 511.     296.25   317.9375 525.3125 221.1875 353.     561.4375
 449.625  336.5625 318.375  267.1875 228.375  230.9375 171.875  360.75
 396.1875 297.625  149.9375 166.5625 242.5625 594.25   582.25   185.9375
 249.3125 353.1875 717.     530.1875 410.9375 308.6875 341.5    448.125
 527.8125 376.75   466.75   385.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373842e+09],347,346,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.038306086957738586,-1218705839273047981,0,1743993374.2592187,"[132.125  474.125  257.9375 297.0625 496.8125 185.1875 320.5    545.8125
 452.4375 335.4375 263.875  295.0625 218.3125 265.     204.3125 399.875
 432.     398.1875 142.5    156.625  240.1875 595.3125 608.25   177.5
 224.25   236.875  729.9375 541.8125 413.625  300.375  241.625  351.5625
 548.25   383.75   484.     322.875 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373872e+09],348,347,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.008940741643565002,-1218705839273047981,0,1743993386.1696882,"[133.875  486.1875 266.8125 300.875  500.75   175.5    323.3125 536.875
 458.5625 357.625  360.0625 291.8125 219.375  246.     200.1875 389.4375
 436.4375 390.9375 135.0625 156.25   238.375  594.1875 592.1875 184.3125
 218.375  250.875  592.1875 538.1875 415.625  309.4375 242.625  353.25
 499.4375 382.375  478.     331.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373902e+09],349,348,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.006699716425637399,-1218705839273047981,0,1743993398.6731684,"[117.6875 479.625  261.5625 296.0625 499.625  195.0625 327.6875 522.5
 449.625  347.625  338.625  286.875  234.9375 261.0625 203.75   388.4375
 430.625  400.8125 140.1875 164.5    238.375  598.9375 599.5    182.4375
 215.3125 231.6875 596.1875 533.3125 412.125  294.9375 228.25   356.5625
 498.125  388.3125 475.1875 341.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373932e+09],350,349,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.010403116447665995,-1218705839273047981,0,1743993411.3018274,"[145.625  470.8125 268.6875 292.5625 496.75   180.5    331.625  536.25
 458.5    334.5    332.625  334.5625 215.9375 269.4375 197.1875 387.875
 440.5625 369.3125 138.875  162.     241.0625 592.4375 609.5    192.375
 216.125  245.8125 590.1875 535.5    407.8125 300.3125 247.625  354.75
 497.875  386.5    478.1875 399.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373962e+09],351,350,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.010826152894102574,-1218705839273047981,0,1743993424.143155,"[137.     494.0625 261.75   307.     500.375  178.375  324.25   531.8125
 460.1875 350.0625 271.6875 292.5    243.125  280.1875 198.4375 395.5625
 442.1875 391.4375 140.0625 157.0625 244.0625 597.     607.5    181.9375
 218.9375 238.625  595.5625 534.8125 413.4375 291.6875 231.25   355.25
 501.     384.375  478.8125 316.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373992e+09],352,351,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.004142567985439737,-1218705839273047981,0,1743993436.3691711,"[137.     480.4375 264.875  301.25   497.625  174.9375 321.1875 525.25
 453.0625 340.625  252.4375 272.6875 206.625  250.375  184.75   380.125
 426.9375 440.9375 140.9375 159.8125 249.875  600.625  607.3125 203.6875
 225.     241.625  590.0625 534.625  413.25   299.8125 241.25   355.6875
 498.6875 395.125  488.875  348.5625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374023e+09],353,352,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.036802724144134574,-1218705839273047981,0,1743993450.123054,"[152.625  436.4375 243.25   306.8125 469.0625 221.75   312.625  499.625
 423.125  312.8125 350.5625 260.25   211.6875 232.625  152.375  333.
 384.9375 306.375  153.5625 165.375  232.0625 579.8125 579.6875 197.5625
 249.8125 236.125  568.0625 515.     404.9375 315.6875 252.5625 358.125
 462.5625 371.5625 455.4375 373.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374053e+09],354,353,[0.398 0.762 0.324 0.    0.332 0.606],0.03808935507299339,-1218705839273047981,0,1743993463.4456115,"[159.8125 458.25   222.125  315.875  461.     193.625  333.5625 528.875
 429.0625 309.4375 374.875  251.125  231.4375 312.625  156.1875 346.
 378.4375 307.0625 138.375  162.625  240.25   584.4375 584.     177.
 256.25   360.375  576.     510.6875 399.375  325.6875 324.5625 447.75
 460.375  366.75   470.4375 308.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374083e+09],355,354,[0.398 0.762 0.324 0.    0.332 0.606],0.02691031632280333,-1218705839273047981,0,1743993475.0481231,"[184.375  503.125  293.375  318.375  522.875  215.75   344.375  564.1875
 455.3125 330.25   336.375  275.75   240.8125 238.375  171.375  362.9375
 407.6875 279.5    154.     164.6875 246.4375 601.9375 595.875  178.8125
 245.5    420.4375 566.625  527.6875 418.4375 317.6875 261.5    368.375
 523.4375 387.0625 470.9375 337.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374112e+09],356,355,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.00013981749949393277,-1218705839273047981,0,1743993486.360247,"[193.5    517.0625 287.5625 318.125  523.875  206.75   345.75   566.125
 450.8125 325.5    340.875  266.1875 239.1875 235.625  159.875  357.625
 397.875  302.6875 152.75   168.4375 249.4375 600.3125 595.25   187.0625
 247.     358.6875 569.875  533.875  417.625  314.0625 269.375  367.25
 525.8125 385.8125 468.8125 385.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374143e+09],357,356,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.01911004023505756,-1218705839273047981,0,1743993498.8220284,"[149.8125 472.25   237.8125 296.25   499.0625 183.     314.8125 534.1875
 451.75   331.     259.1875 292.4375 224.     329.625  196.4375 391.6875
 436.1875 435.9375 137.75   158.125  243.4375 599.6875 602.8125 168.625
 223.1875 239.     710.5    543.4375 414.375  292.9375 240.875  359.6875
 528.3125 386.3125 479.5625 353.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374173e+09],358,357,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.022941561442611422,-1218705839273047981,0,1743993512.325001,"[162.625  475.625  285.75   329.1875 511.     268.1875 356.5    560.6875
 436.875  325.875  385.1875 296.375  213.125  285.0625 126.4375 332.75
 390.1875 281.0625 157.5    163.125  252.625  569.6875 605.25   195.
 261.     260.     712.0625 508.5625 417.8125 356.     303.625  362.8125
 474.3125 390.125  477.625  438.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74374203e+09],359,358,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.0005823655908394906,-1218705839273047981,0,1743993525.2655253,"[167.25   475.0625 286.875  331.75   508.8125 269.75   363.8125 513.75
 438.6875 334.375  367.75   302.375  213.6875 282.375  112.5625 333.5625
 390.375  293.25   160.     158.5625 247.8125 569.9375 589.8125 196.6875
 263.6875 264.3125 715.4375 517.625  416.625  344.875  315.     367.75
 475.5625 380.     473.25   424.375 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
