action,reward,area,config_id,time,seed,state,frame,steps,actions,experiment.step_duration,experiment.update_freq,environment.zone,environment,algorithm,filepath,compatibility_mode
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.016021298300309295,"[343.3125 322.125  395.375  225.375   74.3125   3.8125 456.5    313.5625
 338.75   252.75    93.875    7.6875 360.9375 549.9375 631.     175.6875
 109.5     18.9375 258.625  348.5    223.25   182.5625  95.3125  17.625
 293.125  631.1875 245.9375 149.5    284.875   34.1875 273.5    320.625
 399.5625 291.125  288.375  352.3125]",-7841620881086865490,1744701113.3974333,0,[1.74470108e+09],461,462,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.059905766309422175,"[369.1875 306.625  397.0625 226.125   74.875    3.6875 547.4375 284.375
 327.125  265.25    88.6875   7.5    403.3125 560.4375 473.625  193.3125
 109.25    22.75   445.1875 361.625  206.     151.5    105.4375  12.75
 363.6875 572.875  162.5625 161.4375 236.875   32.625  211.75   425.
 448.4375 472.375  299.5    352.9375]",-7841620881086865490,1744701712.9940171,0,[1.74470168e+09],462,463,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.036038896509564995,"[397.6875 342.8125 413.1875 199.8125  79.875    7.8125 432.1875 396.125
 422.6875 276.625  104.0625   8.     493.375  474.3125 458.8125 190.5625
 111.25    15.125  269.75   277.6875 177.875  167.8125  89.3125  13.125
 254.75   644.8125 243.75   159.6875 173.3125  49.5    199.1875 325.5
 441.25   353.3125 312.5625 355.125 ]",-7841620881086865490,1744702314.020941,0,[1.74470228e+09],463,464,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.01627324746974268,"[410.5    321.25   373.4375 204.6875  74.5      3.9375 484.8125 262.375
 281.75   248.75    92.25    14.1875 481.75   607.3125 493.5625 159.9375
 101.25    13.4375 467.6875 341.     153.0625 125.8125  95.75    12.6875
 211.625  655.625  196.5625 158.4375 122.9375  29.8125 352.1875 232.75
 416.1875 407.75   424.375  352.375 ]",-7841620881086865490,1744702912.8714638,0,[1.74470288e+09],464,465,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.03586414160491619,"[358.75   344.0625 426.6875 219.4375  75.8125   7.625  591.75   347.25
 343.75   260.375   74.3125   6.9375 487.375  624.4375 354.375  174.0625
 105.5625  12.9375 425.1875 482.9375 194.     148.5    103.375   18.25
 189.125  622.0625 225.8125 154.5    186.25    11.5    251.3125 358.1875
 447.875  340.0625 401.4375 348.8125]",-7841620881086865490,1744703513.986905,0,[1.74470348e+09],465,466,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.0649589804203661,"[406.4375 302.125  455.125  234.8125  75.3125   7.75   535.5625 273.5625
 315.4375 315.5625  91.3125   8.0625 403.25   571.4375 287.6875 188.3125
 111.9375  18.1875 255.3125 309.6875 246.8125 172.5     87.375   12.4375
 179.125  663.375  288.6875 150.5    226.6875  33.875  244.6875 289.75
 442.25   265.125  346.0625 352.8125]",-7841620881086865490,1744704113.9068904,0,[1.74470408e+09],466,467,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.057481673852210466,"[370.0625 328.625  403.     208.75    75.375    3.8125 432.875  282.375
 326.25   238.9375  78.9375   8.5625 415.625  516.8125 469.6875 172.125
 115.6875  19.3125 345.4375 291.25   146.8125 114.75    93.75    12.3125
 300.625  546.875  186.5    133.75   198.875   13.6875 166.1875 262.6875
 362.25   302.3125 225.     346.375 ]",-7841620881086865490,1744704712.382267,0,[1.74470468e+09],467,468,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.0869964690656335,"[355.3125 326.3125 487.75   189.875   74.125    0.     536.9375 340.375
 378.75   268.5     72.1875   7.5625 423.5    421.5    634.875  176.9375
 112.1875  15.3125 335.6875 347.125  294.5625 130.5     91.      12.1875
 217.4375 574.75   216.4375 149.875  189.75    37.375  267.75   294.0625
 408.0625 290.1875 347.     347.5   ]",-7841620881086865490,1744705313.9277868,0,[1.74470528e+09],468,469,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.03318063896710308,"[391.9375 362.6875 484.5    217.625   74.9375   3.875  493.     298.125
 373.375  255.875   86.8125  12.5625 456.25   643.5    336.0625 224.375
 107.375   13.875  446.75   298.4375 220.375  117.625  115.9375  13.25
 286.5    689.125  171.8125 181.1875 236.375   28.3125 270.8125 216.
 475.875  385.5625 353.8125 352.75  ]",-7841620881086865490,1744705912.6086879,0,[1.74470588e+09],469,470,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.010910520151739028,"[395.3125 304.5    482.6875 216.625   75.8125   7.875  486.8125 395.375
 362.25   262.      78.6875   8.625  453.9375 506.375  407.8125 181.1875
 100.6875  17.75   375.625  545.9375 149.625  113.8125  82.5625  12.6875
 238.6875 586.875  235.0625 148.25   168.4375  11.875  251.0625 342.9375
 456.9375 290.9375 325.5    349.8125]",-7841620881086865490,1744706514.3699455,0,[1.74470648e+09],470,471,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.018354813097379956,"[358.5    343.6875 425.625  233.9375  74.625    7.75   462.0625 315.75
 421.1875 267.3125  74.4375  12.     493.3125 637.5625 468.1875 170.6875
 120.25    15.     318.3125 325.1875 217.875  118.25    82.5     12.875
 303.125  616.3125 215.3125 146.25   219.4375  13.625  289.     437.25
 416.625  324.8125 350.4375 351.    ]",-7841620881086865490,1744707113.7444098,0,[1.74470708e+09],471,472,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.03227604523178783,"[382.6875 316.4375 479.5625 221.875   74.9375   4.3125 547.125  319.8125
 398.375  271.5625  90.4375   7.9375 528.125  507.875  482.3125 172.5625
 119.8125  13.125  263.125  342.8125 192.625  123.0625  97.875   18.5625
 256.5    561.     239.875  162.375  218.0625  11.8125 187.125  354.4375
 454.25   301.875  268.25   352.25  ]",-7841620881086865490,1744707713.965438,0,[1.74470768e+09],472,473,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.020600034840553852,"[372.8125 339.3125 546.875  196.5     74.8125   4.625  514.0625 310.625
 306.3125 265.9375 115.9375   7.375  526.875  519.3125 468.6875 312.5
  96.9375  12.625  376.5625 257.4375 156.4375 121.1875  79.375   12.25
 208.625  653.1875 176.9375 117.9375 236.5625  23.25   255.875  254.375
 455.     308.1875 265.625  349.5625]",-7841620881086865490,1744708313.7133987,0,[1.74470828e+09],473,474,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.0033521265155152403,"[346.75   313.     416.5    206.75    76.       3.75   435.5    341.5
 333.625  258.3125  81.5      8.0625 414.4375 436.0625 544.4375 180.625
 117.5625  14.4375 416.8125 317.125  298.9375 117.8125  90.5625  16.9375
 235.375  615.375  263.4375 137.6875 192.625   23.875  212.3125 258.25
 429.     332.3125 278.1875 350.0625]",-7841620881086865490,1744708913.27406,0,[1.74470888e+09],474,475,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.005929702135182216,"[438.1875 302.875  461.0625 228.625   76.375    8.75   439.0625 275.1875
 364.5625 253.375   91.       8.3125 453.3125 432.5    407.5625 157.
 106.5625  12.5625 278.75   297.125  223.625  140.5625  81.5625  12.8125
 345.4375 588.     205.125  193.75   223.1875  20.9375 212.25   390.0625
 387.25   280.125  322.75   346.5   ]",-7841620881086865490,1744709512.6296868,0,[1.74470948e+09],475,476,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.01906209365775778,"[380.9375 336.     503.875  239.5625  75.9375  11.625  471.375  301.9375
 370.     254.5     86.5625   7.6875 604.5    605.5    387.125  173.625
 111.6875  14.5    265.     301.3125 209.125  131.875  100.4375  23.625
 267.75   582.0625 233.8125 293.     191.875   30.75   311.875  291.875
 491.125  306.8125 251.1875 352.0625]",-7841620881086865490,1744710112.880748,0,[1.74471008e+09],476,477,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.0015399264974868565,"[398.9375 346.375  476.75   226.4375  74.375   11.6875 487.6875 273.6875
 368.8125 270.0625  87.5      7.5    416.1875 463.125  485.625  190.3125
 126.75    12.9375 375.3125 378.125  151.625  126.5     88.      12.25
 226.625  566.     236.3125 190.     228.875   16.     247.875  350.625
 381.25   304.8125 336.3125 349.4375]",-7841620881086865490,1744710713.6210809,0,[1.74471068e+09],477,478,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.04045314725567639,"[333.125  321.875  390.625  230.5625  75.       4.125  419.1875 346.3125
 353.     280.8125  80.875    8.     503.125  622.875  327.25   157.
 105.5625  14.5625 417.8125 339.5625 194.375  135.625   71.75    17.4375
 266.6875 598.75   238.375  156.75   166.375   52.     245.625  331.75
 456.1875 285.6875 267.5625 352.4375]",-7841620881086865490,1744711313.304626,0,[1.74471128e+09],478,479,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.029889378526899116,"[327.     327.8125 391.5    225.8125  75.6875   3.8125 429.1875 235.25
 309.4375 268.6875  77.       7.6875 501.     521.25   544.625  253.375
 109.3125  13.5    397.1875 365.     163.25   133.625   99.875   12.
 378.875  507.9375 229.0625 150.75   224.3125  21.875  220.1875 290.4375
 450.3125 396.375  251.1875 351.875 ]",-7841620881086865490,1744711912.8584163,0,[1.74471188e+09],479,480,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.041549590185288685,"[332.75   310.5    491.625  235.6875  74.875    3.9375 391.4375 327.625
 328.5625 311.75    79.75     7.6875 597.8125 533.9375 542.9375 203.8125
 125.625   17.125  423.1875 322.9375 182.6875 149.8125 114.4375  22.75
 224.375  657.125  254.625  171.4375 188.625   61.25   338.4375 313.8125
 425.875  361.1875 356.375  354.75  ]",-7841620881086865490,1744712514.1357317,0,[1.74471248e+09],480,481,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.08938894609442774,"[334.25   316.4375 382.     223.4375  74.      11.5    502.9375 263.5625
 316.6875 279.3125  84.0625   7.8125 470.8125 519.9375 467.0625 148.3125
 121.1875  17.9375 390.5    345.8125 170.4375 104.      95.9375  11.5
 192.375  554.6875 255.5    159.875  200.375   31.1875 197.     419.125
 400.8125 255.5625 242.375  348.5   ]",-7841620881086865490,1744713115.2064998,0,[1.74471308e+09],481,482,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.037588280361760956,"[403.375  343.375  388.5625 211.0625  75.625    8.5    440.3125 286.375
 325.3125 258.8125  83.       7.5625 423.1875 422.5625 434.5    139.5625
 100.9375  14.125  515.5    467.9375 223.8125 116.      96.25    13.25
 325.875  524.     214.625  140.25   179.4375  14.4375 218.25   320.25
 447.3125 293.125  249.125  352.9375]",-7841620881086865490,1744713713.1215038,0,[1.74471368e+09],482,483,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.006179978716150397,"[361.375  329.6875 394.25   201.5     76.375   11.625  476.75   316.125
 342.6875 272.1875  90.       8.0625 443.0625 393.5625 422.     203.625
 119.8125  15.3125 426.8125 404.25   193.5625  94.8125  90.75    11.875
 233.875  612.9375 228.     204.1875 175.8125  24.5625 259.4375 245.25
 397.625  314.75   300.1875 347.0625]",-7841620881086865490,1744714312.1194832,0,[1.74471428e+09],483,484,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.038074636865093534,"[344.5    341.9375 482.5625 212.5     74.75     7.875  449.6875 288.6875
 323.375  246.75    83.9375   7.8125 453.8125 550.3125 509.25   168.125
 128.5625  12.3125 306.8125 312.25   208.625  142.375   82.5     12.5
 232.875  617.625  227.1875 145.75   183.625    5.3125 157.5625 341.125
 442.125  245.8125 272.0625 344.5625]",-7841620881086865490,1744714912.9019935,0,[1.74471488e+09],484,485,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.05373375388931738,"[395.6875 289.75   403.25   227.4375  74.5625   4.1875 459.1875 336.0625
 455.1875 279.125   94.5      7.875  312.75   467.75   530.375  172.5625
 105.875   13.1875 367.9375 341.125  185.     132.5625  82.125   12.8125
 254.75   584.6875 267.5625 126.5    262.75    18.0625 267.4375 325.5625
 493.0625 314.0625 246.75   350.3125]",-7841620881086865490,1744715512.603165,0,[1.74471548e+09],485,486,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.022376537310793476,"[396.5625 341.9375 391.375  195.3125  74.375    7.625  452.5    308.5625
 344.5    305.1875  85.9375   7.375  400.5    674.875  397.5    161.75
  98.3125  15.5625 473.75   437.1875 171.9375 147.9375  78.8125  17.1875
 227.0625 557.5    196.0625 106.625  253.75    10.5625 187.0625 345.1875
 399.     306.     263.875  350.75  ]",-7841620881086865490,1744716113.0616055,0,[1.74471608e+09],486,487,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.008768333131912139,"[319.6875 299.875  371.8125 212.3125  81.3125   3.6875 441.5    357.
 473.0625 258.875   98.9375   7.75   487.0625 597.     403.375  136.
 111.0625  13.25   270.8125 385.1875 173.0625 120.5625  99.      13.625
 294.625  553.5    272.875  154.9375 249.      15.1875 208.3125 327.8125
 408.875  313.8125 316.375  349.625 ]",-7841620881086865490,1744716713.2795558,0,[1.74471668e+09],487,488,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.04555724472044203,"[384.9375 319.5    415.5625 216.8125  74.125    7.625  399.75   314.4375
 317.0625 280.6875  73.5625  12.125  566.8125 616.75   356.     215.625
 115.5     14.875  429.875  320.375  218.875  155.875   89.75    12.375
 295.5625 639.     254.4375 157.9375 201.875   25.25   301.6875 361.25
 436.9375 399.8125 331.8125 352.625 ]",-7841620881086865490,1744717312.574245,0,[1.74471728e+09],488,489,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.052302928734836746,"[383.625  297.125  374.4375 245.4375  74.75     8.1875 473.875  276.6875
 308.4375 274.875   85.5625   7.625  447.     695.0625 434.9375 161.9375
  88.9375  15.1875 328.     318.4375 228.625  145.875   98.75    12.75
 303.0625 577.75   203.1875 143.875  232.125   29.125  234.375  327.625
 469.25   292.875  311.25   353.4375]",-7841620881086865490,1744717913.7372658,0,[1.74471788e+09],489,490,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.02182572038831929,"[376.5625 287.75   380.6875 226.6875  75.6875   8.     429.6875 305.8125
 316.75   255.0625  83.375    7.6875 649.5    594.3125 395.625  146.4375
 106.5625  14.375  383.8125 419.75   340.5625 112.1875 103.875   12.6875
 181.0625 655.75   253.25   165.375  207.25    34.5    146.375  327.5625
 456.6875 447.     295.5    354.1875]",-7841620881086865490,1744718513.7190733,0,[1.74471848e+09],490,491,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.043011998180603014,"[367.375  324.9375 377.5    218.125   79.6875   8.5    521.75   285.9375
 271.1875 249.625   82.9375   8.3125 352.6875 564.75   469.625  170.6875
 107.5     24.25   291.1875 390.1875 262.6875 131.875   91.4375  12.4375
 245.3125 613.375  202.375  164.5    300.4375  33.9375 160.75   293.75
 474.75   312.375  269.4375 349.4375]",-7841620881086865490,1744719113.634826,0,[1.74471908e+09],491,492,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.05051395847394198,"[393.9375 305.9375 390.9375 228.      81.625    3.6875 482.9375 298.75
 356.625  269.3125  80.       7.6875 570.3125 715.5625 355.5    214.375
 106.4375  15.     207.125  490.3125 256.5    143.5     99.5625  12.9375
 186.875  639.3125 248.     149.4375 164.6875  34.6875 177.8125 317.125
 490.4375 453.6875 368.0625 351.125 ]",-7841620881086865490,1744719713.374158,0,[1.74471968e+09],492,493,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.018946326415506982,"[375.625  303.75   421.625  200.5625  73.3125   0.     483.6875 352.0625
 399.5625 274.625   93.5625   7.     434.375  646.375  480.0625 165.125
 121.125   14.9375 276.875  354.9375 250.0625 141.75    94.8125  19.4375
 289.625  657.6875 226.125  151.125  259.3125  16.     187.9375 270.
 439.1875 309.3125 241.0625 350.625 ]",-7841620881086865490,1744720312.698458,0,[1.74472028e+09],493,494,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.003992341851267117,"[378.75   354.625  551.625  223.1875  74.9375   7.625  431.8125 350.4375
 333.9375 272.6875  94.1875   7.5625 475.4375 575.125  567.875  183.0625
 108.9375  12.9375 251.1875 412.6875 198.9375 112.0625  96.8125  14.125
 224.625  578.9375 252.8125 156.0625 180.8125  24.375  234.8125 286.
 388.25   296.4375 354.5625 353.375 ]",-7841620881086865490,1744720914.5984406,0,[1.74472088e+09],494,495,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.013058213417495692,"[354.5    309.5625 357.375  214.0625  76.1875   3.75   449.9375 318.1875
 337.25   252.25    85.4375   7.5625 436.1875 462.4375 423.9375 193.25
 123.      15.375  410.625  393.6875 195.     122.5     88.1875  12.1875
 318.75   578.9375 209.5    133.1875 178.0625  14.25   271.3125 330.25
 441.125  258.     261.9375 346.0625]",-7841620881086865490,1744721513.0584095,0,[1.74472148e+09],495,496,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.006284284830096713,"[307.375  319.875  364.75   200.4375  75.4375   0.     450.9375 285.5625
 368.1875 286.125   86.75     8.     518.3125 667.     339.375  172.4375
 115.625   14.625  330.5    340.     208.3125 125.4375  95.5625  12.625
 266.9375 525.6875 259.9375 165.1875 251.4375  35.9375 210.6875 368.875
 456.875  348.0625 238.125  351.8125]",-7841620881086865490,1744722113.459775,0,[1.74472208e+09],496,497,,600,1,1,P5,Poisson1,experiments/online/E6/P5/poisson1.xlsx,0
