steps,reward,config_id,time,state,area,action,seed,frame,environment.zone,experiment.update_freq,compatibility_mode,filepath,experiment.step_duration,environment,algorithm
48,-0.09289839196115822,-7474599382848119081,1744230919.0970788,[1.74423089e+09],"[ 68.8125  69.625   95.75    98.3125  73.375  155.8125 144.75   150.0625
  75.75    95.6875  89.25   143.8125  80.6875  75.4375  78.5     56.625
  86.5     73.8125  60.      95.5     52.1875  94.      83.5625 118.75
 124.125   90.75   167.0625 119.3125 115.8125 110.8125 111.25   152.4375
 106.125  127.4375  63.4375  93.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,47,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
49,-0.0019398195705703754,-7474599382848119081,1744230983.3993385,[1.74423095e+09],"[ 81.25    69.75    90.25   103.8125  60.     163.625  384.9375 150.0625
  91.125   91.0625  86.1875 121.9375  86.625   70.125   79.1875  63.6875
  82.0625  74.3125  65.625   91.625   56.4375 100.1875  68.6875  92.3125
 134.9375  81.5    174.1875 129.1875 110.     159.3125 122.375  140.75
  96.6875 132.5     66.0625  91.375 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,48,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
50,0.043815798788790224,-7474599382848119081,1744231046.8422828,[1.74423102e+09],"[  64.9375   68.8125   90.8125  112.3125   61.1875  169.8125  374.125
  166.3125   74.0625   96.1875   91.6875  158.4375   88.5      82.5
   77.125    60.8125 2026.9375   81.25     60.1875   83.875    61.5625
   96.3125   83.8125  113.9375  113.75     93.5625  176.1875  115.5
  103.6875  173.4375  120.125   138.6875   91.5625  124.125    68.375
   88.4375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,49,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
51,-0.06767777160716455,-7474599382848119081,1744231109.2936802,[1.74423108e+09],"[ 91.1875  69.     101.25   108.9375  62.3125 194.6875 152.75   158.5625
  94.1875  92.9375  94.75   161.5     78.875   79.3125  76.25    61.375
  81.125   77.375   61.375   92.125   61.25    89.5     67.5    111.9375
 121.875   89.375  166.375  112.25    96.8125  97.625  110.875  119.25
  83.     124.125   67.0625  90.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,50,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
52,0.09410845946915393,-7474599382848119081,1744231173.374688,[1.74423115e+09],"[  69.25     96.375    92.1875  116.25     72.      170.8125  486.125
  149.625    78.5625   84.       97.25    146.3125   83.9375   88.375
   78.9375   59.9375 1954.       83.8125   61.375    96.      177.6875
   96.6875   86.1875  125.5     128.5625   84.5     163.1875  116.375
   95.375    99.875   104.5     154.9375  103.75    124.375    66.6875
   87.75  ]",[0.25646625 0.49102333 0.20878157 0.         0.21393667 0.39049887],0,51,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
53,-0.041070882255226385,-7474599382848119081,1744231237.0155318,[1.74423121e+09],"[ 79.125   87.875   93.5625 117.625   76.0625 183.5    410.3125 159.25
  76.625   83.1875 100.1875 186.3125  87.75    83.0625  75.8125  61.625
  68.      86.875   60.3125  91.3125  61.0625  93.4375  93.1875  95.3125
 125.5625  98.1875 164.8125 114.25    99.125  183.8125 107.875  146.375
  97.375  121.1875  69.875   92.1875]",[0.14172196 0.27133702 0.11537165 0.         0.11822033 0.21578771],0,52,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
54,-0.5085151748681916,-7474599382848119081,1744231308.7977412,[1.74423127e+09],"[ 51.375   32.4375  51.5625  66.125   32.1875  56.625   58.4375 107.5625
  40.75    59.125   30.4375 126.0625  47.6875  55.9375  55.875   47.8125
  71.625   42.125   44.3125  55.375   35.75    68.5625  35.8125  71.6875
  76.875   41.6875  95.125   92.75    49.0625 101.375   92.875   72.1875
  60.0625  86.625   61.5     60.5   ]",[0.14396716 0.27563561 0.11719939 0.         0.12009321 0.21920627],0,53,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
55,0.22361426850205923,-7474599382848119081,1744231405.8784668,[1.74423135e+09],"[ 49.6875  59.875   55.875   99.9375  46.0625  80.25    65.625  140.75
  46.5     73.8125  52.625  119.5625 137.125   63.75    52.125   54.1875
  61.3125  49.875   46.875   73.6875  80.75    83.75    36.6875  70.25
  91.      45.5    121.8125 107.75    64.375  125.8125 101.     120.5
  79.3125 115.4375  47.5     75.9375]",[0.14671273 0.28089222 0.11943449 0.         0.12238349 0.22338673],0,54,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
56,-0.1669843401709448,-7474599382848119081,1744231477.6704335,[1.74423145e+09],"[ 80.9375  72.125   54.25    92.0625  41.      77.0625  64.8125  99.3125
  40.5625  48.1875  44.125  107.375   75.5     55.75    55.75    55.875
  71.4375  52.8125  44.9375  61.75   134.625   54.625   48.3125  76.3125
  69.3125  38.375   99.75    89.5     53.3125  60.4375  61.5625  56.75
  57.3125  63.      48.375   71.4375]",[0.15015196 0.28747686 0.12223426 0.         0.12525239 0.22862333],0,55,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
57,0.1888623198380929,-7474599382848119081,1744231551.2080925,[1.74423152e+09],"[ 93.6875  72.5     86.5625  87.4375  51.5625 139.125   69.8125 131.5
  83.625   60.8125  52.875  176.5     62.4375  52.9375  54.4375  47.6875
  51.375   53.4375  51.75    76.75    76.5     91.3125  52.1875  81.75
  96.1875  56.875  113.125  103.5625  69.3125 107.0625  84.5625  86.9375
  70.875  116.9375  57.1875  88.625 ]",[0.15260495 0.29217329 0.12423116 0.         0.1272986  0.23235829],0,56,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
58,0.12642048697181926,-7474599382848119081,1744231626.0734382,[1.74423159e+09],"[ 83.6875  75.125  100.1875 108.5625  40.8125 149.4375  87.4375 138.0625
  67.1875  72.375   72.5625 116.      70.125   63.5     63.4375  54.8125
  57.9375  47.5     52.9375 101.0625 130.4375  80.3125  46.625  104.875
  91.75    61.125  132.375  129.8125  62.     113.625   92.75   111.8125
  92.5    156.4375  74.0625  93.5625]",[0.15522245 0.2971847  0.126362   0.         0.12948205 0.23634374],0,57,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
59,0.03183187654610222,-7474599382848119081,1744231698.7139003,[1.74423166e+09],"[ 60.125  109.8125  91.5     80.75    56.9375 155.4375  75.9375 173.875
  80.1875  76.75    70.4375 155.1875  53.875   67.75    85.875   56.5625
  62.5     62.6875  57.6875  84.6875 193.9375  99.25    65.125  112.25
 108.5     90.4375 160.75   152.75   108.8125  89.5625 107.25    80.625
  71.9375 107.6875  70.9375  82.    ]",[0.1578063  0.30213166 0.12846543 0.         0.13163742 0.24027793],0,58,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
60,0.09066504943402204,-7474599382848119081,1744231769.5028424,[1.74423174e+09],"[ 64.4375 111.625   91.8125  94.5     73.8125 160.     315.4375 154.9375
  64.25    83.9375  66.8125 213.4375  97.3125  70.625   78.9375  43.6875
  80.375   67.75    58.75   105.875  182.875  114.4375  70.125   89.9375
 122.9375  76.4375 159.4375 126.6875 113.75   110.3125  96.375  132.75
  79.75   118.75    74.      85.8125]",[0.16036291 0.30702648 0.13054669 0.         0.13377007 0.24417066],0,59,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
61,0.016209584544200167,-7474599382848119081,1744231840.4347827,[1.74423181e+09],"[ 71.8125  80.3125 100.625   96.25    75.4375 138.25    82.0625 150.9375
  96.875   64.1875  88.625  146.0625  48.0625  70.875   75.75    65.1875
  62.6875  56.75    56.9375 115.     104.5    110.6875  58.8125 256.5
 156.875  106.5625 199.4375 136.0625 135.875  111.875  108.375  132.4375
 131.375  135.125   58.6875  93.0625]",[0.16287793 0.31184167 0.13259409 0.         0.13586802 0.24800007],0,60,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
62,-0.049876268253341134,-7474599382848119081,1744231908.460533,[1.74423188e+09],"[ 65.4375 102.125  133.0625  94.6875  44.9375 122.6875 123.5    156.0625
  54.6875  77.5     80.375  112.625   74.6875  76.3125  79.0625  59.5
  71.5     51.9375  60.125   89.8125 136.     111.875   76.25   107.0625
 120.625   66.625  173.1875 117.0625 101.5    164.     107.125  119.5625
  86.3125 117.5625  63.9375  99.75  ]",[0.16538111 0.31663419 0.13463186 0.         0.1379561  0.25181144],0,61,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
63,0.05291100895116523,-7474599382848119081,1744231976.655887,[1.74423195e+09],"[ 74.9375  98.75   107.3125  93.375   65.125  234.1875 115.3125 152.625
  94.875   77.25    76.4375 165.75    49.6875  74.125   82.25    44.5625
  71.5625  42.1875  62.625  116.3125 207.6875 115.4375  63.875  126.75
 129.625   86.3125 173.1875 149.8125 106.5625 113.5625 104.3125 143.625
 102.8125  99.25    61.75    98.4375]",[0.16778092 0.3212288  0.13658548 0.         0.13995796 0.25546543],0,62,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
64,-0.03902848066365626,-7474599382848119081,1744232044.8029404,[1.74423201e+09],"[ 62.75    75.375   96.8125  91.      74.1875 200.875  102.125  198.625
  83.0625  76.3125  69.9375 113.9375  57.375   81.8125  88.875   45.375
  46.0625  58.4375  62.6875 115.625  192.5625  89.0625 103.6875 114.
 144.375   91.75   167.6875 137.3125 104.     102.625  113.125  160.875
  94.625  107.875   61.625   76.5   ]",[0.17019821 0.32585688 0.13855332 0.         0.14197439 0.25914602],0,63,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
65,0.16329572512691948,-7474599382848119081,1744232110.9592104,[1.74423208e+09],"[ 78.875  108.25   118.3125 120.8125  70.1875 224.     149.875  158.0625
 114.5625  67.9375 105.375  273.0625  56.      89.375   84.6875  49.5
  65.375   50.6875  67.6875 104.1875 207.0625 107.3125  85.0625 126.9375
 147.      88.     228.5    155.5    122.125  201.5625 113.5625 160.625
 124.375  134.6875  59.75   105.    ]",[0.17256539 0.330389   0.14048036 0.         0.14394901 0.26275031],0,64,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
66,-0.09803636712656791,-7474599382848119081,1744232177.7312212,[1.74423215e+09],"[ 62.75    97.125  106.375  118.9375  75.5    219.3125 117.0625 172.5625
  77.6875  97.0625  99.5    129.3125  59.3125  78.8125  81.25    61.5
  57.0625  57.375   63.1875 115.75   167.     113.875   97.375  125.
 141.3125  86.8125 169.6875 136.25    92.75   125.3125 112.0625 159.5
 105.375  105.6875  65.25    91.6875]",[0.17490394 0.33486633 0.14238411 0.         0.14589976 0.26631102],0,65,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
67,0.08231665891823221,-7474599382848119081,1744232243.468094,[1.74423221e+09],"[ 81.625   98.8125 126.5     93.75    78.3125 226.0625 144.875  169.1875
 135.375  107.25   112.375  259.75    62.9375  71.375   84.0625  57.75
  71.875   44.5     72.75    92.5625  91.875  118.3125  91.5625 118.125
 146.0625 610.125  190.3125 150.25   111.125  145.6875 129.125  159.5
  84.4375 131.3125  56.625  107.625 ]",[0.17724497 0.33934841 0.14428988 0.         0.14785259 0.26987551],0,66,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
68,-0.000720061718013111,-7474599382848119081,1744232309.278879,[1.74423228e+09],"[ 76.5625  74.     123.5    112.875   91.6875 244.5    141.75   175.75
 146.6875  94.5625 102.125  252.6875  65.125   83.8125  94.75    54.875
  84.1875  65.3125  58.125  114.     185.75   132.375   88.75   131.5625
 137.4375  98.0625 233.75   145.3125  97.3125 117.75    97.875  191.0625
  88.25   121.8125  69.      95.9375]",[0.17955443 0.34377004 0.14616994 0.         0.14977907 0.27339192],0,67,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
69,0.02243678394735536,-7474599382848119081,1744232375.6463993,[1.74423235e+09],"[ 65.125  109.75   121.8125 110.125   96.8125 272.875  135.625  195.4375
 107.75    85.      99.125  280.125   76.4375  84.6875  92.75    58.
  54.      63.25    80.625  112.0625  65.3125 115.9375  79.75   416.75
 146.6875 128.3125 191.8125 146.25   140.625  208.125  127.6875 168.6875
  98.5    112.5     63.8125  99.125 ]",[0.18189912 0.34825912 0.14807868 0.         0.15173494 0.27696197],0,68,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
70,0.02161898622261135,-7474599382848119081,1744232441.3017697,[1.74423241e+09],"[  57.25     53.5625  122.8125  112.5     127.75    233.8125  402.625
  202.5625  145.1875   78.25    100.875   241.875    55.625    79.5
   87.3125   47.4375   72.3125   49.5      77.4375  128.75     72.5
  136.625   114.1875  128.1875  166.125  1031.4375  234.25    154.6875
  103.25    129.1875  125.625   140.625    94.25    114.6875   60.0625
   97.8125]",[0.18420579 0.35267541 0.14995647 0.         0.1536591  0.28047415],0,69,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
71,0.00871230298314845,-7474599382848119081,1744232505.5754764,[1.74423248e+09],"[ 82.125  110.4375 489.6875  87.75    86.4375 209.75   133.6875 186.75
  91.9375 101.8125  80.25   223.5625  54.375  100.25    94.5625  51.625
  78.3125  58.4375  75.9375 142.5625  57.125  134.875   88.0625 336.5
 141.25   463.1875 192.1875 145.5    148.4375 130.1875 134.4375 146.3125
 108.875  101.9375  58.9375  99.125 ]",[0.18654566 0.35715526 0.15186129 0.         0.15561095 0.28403686],0,70,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
72,-0.028785685460146877,-7474599382848119081,1744232571.1489923,[1.74423254e+09],"[ 54.625   76.4375 123.5    129.75   103.9375 231.625  149.5    185.875
  96.5     96.8125 114.5625 278.6875  63.625   82.25    88.75    46.8125
  66.5625  51.875   86.0625 125.5     74.125  130.8125 119.0625 127.0625
 162.1875 144.6875 189.5    146.     151.5625 129.     133.1875 166.875
  78.8125 138.875   67.4375  89.4375]",[0.18882546 0.3615201  0.15371721 0.         0.15751269 0.28750811],0,71,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
73,-0.0613101619900532,-7474599382848119081,1744232637.2771287,[1.74423261e+09],"[ 84.6875  97.25   113.0625 108.875   83.625  242.8125 134.25   181.625
 117.8125  83.6875  94.375  225.0625  76.9375  77.3125  78.75    55.375
  52.875   51.5     83.0625 110.1875  65.75   129.25    95.875  114.875
 164.3125 105.875  210.     159.3125 141.25   116.3125 102.     163.375
  81.1875 108.875   91.0625  91.5   ]",[0.19114986 0.36597033 0.15560943 0.         0.15945164 0.29104727],0,72,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
74,0.02733044396758301,-7474599382848119081,1744232702.1805522,[1.74423267e+09],"[ 61.6875  79.5    134.25   111.375   99.     231.5625 155.0625 179.0625
 106.8125  88.9375  98.0625 240.875   75.8125  74.6875  88.1875  49.6875
  47.5     63.0625  64.875  122.3125  66.9375 115.0625  94.5    106.875
 164.4375 101.5625 188.0625 155.25   143.375  182.3125 137.8125 151.
 100.125  120.375   60.625   94.    ]",[0.19345457 0.37038287 0.15748563 0.         0.16137416 0.29455646],0,73,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
75,0.056715349052346216,-7474599382848119081,1744232767.18645,[1.74423274e+09],"[ 73.25    92.     117.1875 111.9375 101.6875 200.25   391.5625 193.6875
  88.875  113.1875 104.625  259.3125  74.1875  69.5     78.1875  49.1875
  52.75    76.375   85.125  112.25   176.125  146.0625 118.1875 112.25
 144.4375 111.875  171.8125 167.     155.9375 122.25   132.0625 176.
 105.     110.625   59.4375  94.3125]",[0.19574092 0.37476026 0.15934688 0.         0.16328137 0.29803768],0,74,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
76,-0.09254930466853631,-7474599382848119081,1744232830.71078,[1.7442328e+09],"[ 82.8125  56.5625 133.25   107.875   95.4375 210.4375 146.     164.4375
 109.     110.5625 103.5625 155.25    61.0625  82.375   85.625   49.125
  67.3125  57.625   80.875  110.875   71.375  125.125   83.4375 126.125
 151.125  115.8125 180.     146.8125 104.75   113.     118.     147.
 100.3125 111.6875  65.0625  88.125 ]",[0.19803056 0.37914394 0.16121081 0.         0.16519132 0.30152392],0,75,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
77,0.05771948625224095,-7474599382848119081,1744232893.791547,[1.74423287e+09],"[ 58.8125  94.5     92.3125 119.0625  90.3125 240.125  409.75   177.8125
 103.8125  72.     102.5    210.1875  79.      77.625   89.25    51.0625
  69.5625  64.9375  68.125   98.5625 183.25   122.375   82.5625 120.3125
 139.375  118.5    188.1875 163.3125 132.4375 205.     117.3125 158.8125
  89.9375 119.1875  61.625   90.625 ]",[0.20027627 0.38344351 0.16303897 0.         0.16706463 0.30494327],0,76,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
78,-0.007144293691612954,-7474599382848119081,1744232957.634324,[1.74423293e+09],"[  72.1875   85.375   124.625   104.1875   90.25    211.5     149.6875
  173.625    97.875   105.4375   97.0625  161.3125   54.375    79.
   77.625    49.5    1970.1875   67.4375   72.375   105.9375  174.8125
  108.       85.0625  110.3125  147.375   113.5     176.      153.75
  104.8125  124.375   127.0625  167.0625   88.8125  117.8125   65.9375
   93.625 ]",[0.20255143 0.38779948 0.16489112 0.         0.1689625  0.30840746],0,77,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
79,-0.09173473906146616,-7474599382848119081,1744233021.798889,[1.74423299e+09],"[ 65.375   89.5625 113.75   142.1875  91.875  185.5    419.4375 177.125
  71.8125  77.25    88.5625 123.3125  65.      79.125   76.5625  47.75
  52.9375  55.9375  70.3125  87.375  176.0625  99.875   84.875   99.6875
 144.     100.1875 202.1875 144.1875 115.4375 115.1875 113.375  132.3125
  89.875  114.6875  69.75    86.3125]",[0.2047629  0.39203349 0.1666914  0.         0.17080724 0.31177466],0,78,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
80,0.01150399339835197,-7474599382848119081,1744233084.5265887,[1.74423306e+09],"[  68.5      91.5     100.9375  115.1875   81.8125  184.      141.25
  175.5     100.75     86.5625  100.6875  155.9375   70.1875   83.9375
   79.       54.9375 2040.       53.875    66.125   110.875    60.1875
  100.5625   80.5625  111.25    140.8125   94.5625  183.375   140.25
  106.0625  130.25    123.6875  132.5      88.9375   99.875    67.375
   92.1875]",[0.20704661 0.39640582 0.16855051 0.         0.17271225 0.31525188],0,79,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
81,-0.0009283927293122662,-7474599382848119081,1744233147.394506,[1.74423312e+09],"[ 66.3125  73.     110.75    99.3125  70.875  203.625  140.1875 157.5625
 101.375   71.6875  91.0625 202.875   61.25    79.25    80.5625  52.8125
  73.3125  60.75    66.4375 104.625  222.8125 102.375   78.5625 104.1875
 129.1875  90.4375 174.9375 152.1875 117.375  139.25   128.4375 137.0625
 116.     119.8125  62.4375  92.125 ]",[0.20927505 0.40067233 0.17036461 0.         0.17457114 0.31864492],0,80,6,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet6
